pheno_name	heritability	experimental	residuals	ratio_test_p	residuals_norm_p	het_test_p
OTU-B_295	36	19	45	8.11140139745242e-05	2.32661393367327e-07	0.396028250039719
OTU-B_2755	0	6	94	1	0.000597309806405211	0.984274162842579
OTU-B_1688	10	26	64	0.380545166960052	0.000948734605950247	0.38419435320286
OTU-B_225	3	24	73	1	0.620282776428587	0.951378833804903
OTU-B_2100	0	13	87	1	3.5005143088606e-05	0.650135257026024
OTU-B_2777	21	12	67	0.0509618330459951	1.81098330790755e-05	0.538814532842089
OTU-B_239	6	26	68	0.721589124240795	4.57841901303972e-09	0.311298868754054
OTU-B_647	2	20	78	1	8.3763508490079e-06	0.742237408134583
OTU-B_2819	16	16	68	0.191998368774101	2.17960707239392e-05	0.585593052604729
OTU-B_631	28	0	72	0.0180116959481041	5.69607266529493e-08	0.218026962500205
OTU-B_3378	19	33	48	0.0237240637210389	1.53998003889718e-11	0.311452371394891
OTU-B_759	6	10	84	0.830681656435192	6.11549396965633e-12	0.121186157623124
OTU-B_2371	7	2	91	0.839313515398884	0.000185429728458565	0.912824938969888
OTU-B_2584	0	11	89	1	1.45923445529199e-05	0.882266095495254
OTU-B_317	23	22	55	0.0100954206913839	0.910248640570887	0.827067013585415
OTU-B_3109	1	6	93	1	3.28145158594842e-06	0.614362752786528
OTU-B_3764	22	33	45	0.00913002868482888	4.4744645004962e-11	0.381824901594645
OTU-B_286	17	58	25	0.000476002393030229	0.0571893316600854	0.799061869398279
OTU-B_2185	0	11	89	1	0.20278492175358	0.894255916582512
OTU-B_2852	1	4	95	1	8.68134190250206e-09	0.624189139774351
OTU-B_3360	15	38	47	0.0620479334778224	2.58383061795684e-07	0.792765615118263
OTU-B_3513	12	24	64	0.271072501367499	9.27771403250764e-07	0.893752779588328
OTU-B_20	34	37	29	6.40516722802979e-07	0.132174917285225	0.804525313309017
OTU-B_3598	0	30	70	1	4.48469697972874e-13	0.518448245870867
OTU-B_22	34	40	26	6.0887297258426e-08	0.498479996020718	0.965243446337737
OTU-B_158	22	48	30	0.000331643121268681	0.105629970678617	0.857361042599451
OTU-B_1831	3	35	62	1	0.682804550692804	0.651205547890595
OTU-B_3340	17	21	62	0.126395787226379	0.000313955191950468	0.741200755199996
OTU-B_3775	1	57	42	1	2.67990081674017e-06	0.625122688428036
OTU-B_1010	1	49	50	1	0.838155418440524	0.623262835588037
OTU-B_2133	28	16	56	0.00278391205139306	0.000142625816180266	0.654601473061286
OTU-B_2788	13	24	63	0.240028904844292	0.00231712484032133	0.648897915441233
OTU-B_2823	25	12	63	0.0206756024346407	0.238060651797829	0.657542313775706
OTU-B_2745	13	36	51	0.100673162504383	0.520812469476675	0.683526458317141
OTU-B_3738	32	12	56	0.00204533784904393	1.695757278887e-13	0.453978100247255
OTU-B_312	24	39	37	0.00174252761277892	0.000160418738381268	0.253378600207065
OTU-B_350	37	28	35	2.5109119657538e-06	0.0354114455847042	0.502353241558816
OTU-B_612	10	45	45	0.171756026299245	0.0747827388883956	0.608104242692306
OTU-B_540	19	54	27	0.00059879247628982	6.09944474461514e-05	0.430301821193784
OTU-B_1297	12	52	36	0.0558232732334611	2.29414570689777e-05	0.991291189294318
OTU-B_818	28	36	36	8.96458188590004e-05	0.313806522352165	0.636403842674673
OTU-B_1426	3	34	63	1	0.0027136045404908	0.77692617128724
OTU-B_2156	19	10	71	0.0872600996363287	0.0169792905212596	0.799973329112422
OTU-B_812	7	4	89	0.797073951104726	1.91790088641009e-08	0.307986078678152
OTU-B_1473	0	13	87	1	0.00248888196414335	0.645153756462503
OTU-B_1958	0	17	83	1	0.282547733975998	0.807726957332088
OTU-B_2120	13	23	64	0.230674315516558	1.14461134231713e-06	0.5778571825919
OTU-B_34	9	64	27	0.0646037284451111	0.220616558381446	0.970632265739332
OTU-B_458	19	46	35	0.00383787464860118	1.06557849339803e-07	0.331499913176348
OTU-B_1624	4	24	72	1	0.00376203648126638	0.804740362560519
OTU-B_116	9	66	25	0.0565321114208984	0.189997840900081	0.647415011978759
OTU-B_131	7	67	26	0.117125195375736	0.227823696268468	0.393416919406101
OTU-B_282	27	33	40	0.000903264437734171	2.27669733274715e-07	0.286175420002395
OTU-B_760	0	79	21	1	0.0948553503374125	0.394693487407993
OTU-B_92	17	28	55	0.0646037284451111	0.0205206724478484	0.946106921468458
OTU-B_584	0	37	63	1	0.0460394365133556	0.519547859400657
OTU-B_1263	0	0	100	1	0.00378614108578	1
OTU-B_2702	13	21	66	0.263307841005095	0.00297720523206395	0.572980669902467
OTU-B_172	6	64	30	0.196350368296898	0.128820588701893	0.748263545704809
OTU-B_3702	2	20	78	1	1.75238267581266e-05	0.899271730539228
OTU-B_3400	1	26	73	1	7.12811100165506e-07	0.748503353509065
OTU-B_677	18	26	56	0.0622838386522784	4.65677444078541e-08	0.23816386637147
OTU-B_1037	9	2	89	0.598815187769945	3.81711863793072e-07	0.421910174706049
OTU-B_2592	22	31	47	0.00616064681079606	0.0039876921471182	0.535441844338795
OTU-B_244	20	23	57	0.0578600917367311	7.57932043788979e-09	0.193593919546041
OTU-B_445	31	17	52	0.00263677315832448	1.41446890410048e-06	0.510692133202657
OTU-B_491	11	31	58	0.302852251184809	0.371270264697128	0.911247665511828
OTU-B_570	8	8	84	0.694088157729172	2.59223121586656e-07	0.25088675084514
OTU-B_411	5	8	87	0.914888976220059	2.43035663083977e-09	0.306896063053485
OTU-B_1117	2	29	69	1	0.000263263928114314	0.403368059671756
OTU-B_198	11	55	34	0.0606431760462005	0.000690986670876806	0.230464899989031
OTU-B_996	0	64	36	1	0.0109310390118568	0.524687503195743
OTU-B_1621	3	23	74	1	0.0313599834543197	0.761378152976704
OTU-B_1868	5	19	76	0.82574536978099	0.0202804474127272	0.719705850958755
OTU-B_141	25	44	31	0.000115267032765	0.00093358464349005	0.809404745224407
OTU-B_1264	17	19	64	0.117019144773877	0.0549966789553831	0.738687687465748
OTU-B_280	0	6	94	1	0.528348452957209	0.675671677157704
OTU-B_232	17	50	33	0.00418550155016761	0.00431901676449585	0.66915562380153
OTU-B_610	6	50	44	0.505350328471941	0.000144233517815271	0.625108910998926
OTU-B_1829	13	42	45	0.0972536198645164	0.0456487200828158	0.604399570889233
OTU-B_1962	0	6	94	1	0.0739342460810616	0.619930011418484
OTU-B_40	13	49	38	0.0421830344277342	0.00582926183131788	0.860372646205211
OTU-B_519	5	72	23	0.217397289226155	0.407505037467244	0.598918316555747
OTU-B_3584	7	10	83	0.715783892857035	3.3793005335186e-07	0.847287749544967
OTU-B_272	15	54	31	0.00585701526948831	0.66412586212408	0.419533309823808
OTU-B_1299	12	58	30	0.0171110348203501	0.00139843528362403	0.802319914114457
OTU-B_3706	10	20	70	0.42136517434395	1.12583925024945e-08	0.753197883971731
OTU-B_1244	3	51	46	0.891493397644411	0.000126400819083888	0.340235119393263
OTU-B_1859	8	48	44	0.254006602833325	4.69273194003531e-05	0.628519589739395
OTU-B_1074	12	48	40	0.0797103825306809	1.718791589234e-05	0.573123352193758
OTU-B_2218	5	27	68	0.836808409470944	2.80269040087154e-05	0.301636268543959
OTU-B_2250	5	1	94	0.954865583746963	0.000446394612285184	0.563472575574064
OTU-B_1873	20	0	80	0.110494020029989	0.00215122763331775	0.656478762305397
OTU-B_623	0	5	95	1	0.00171924378157181	0.996141238097151
OTU-B_834	17	19	64	0.120719258824076	1.25872249363453e-08	0.157226648132006
OTU-B_1548	0	15	85	1	0.000281808299848106	0.844177741858918
OTU-B_2002	0	8	92	1	0.00477365356644028	0.592170139902564
OTU-B_1838	17	46	37	0.00575545830060812	0.012152440861252	0.702676965963843
OTU-B_1855	12	16	72	0.30411123744255	0.344375183842853	0.902575596680482
OTU-B_3052	8	5	87	0.670183730476035	0.000238790190994334	0.940706638335877
OTU-B_1453	18	42	40	0.00591777580622403	0.638113041672738	0.829247164985595
OTU-B_160	28	13	59	0.00906216040409224	1.50704882626962e-14	0.0501202253036314
OTU-B_214	47	21	32	7.7904221640864e-09	6.41560705194392e-10	0.105972044786728
OTU-B_3018	0	5	95	1	3.20528467847042e-05	0.503553055482994
OTU-B_970	17	75	8	3.59532299237562e-11	0.0112317322790037	0.707666023595889
OTU-B_396	23	43	34	0.000475167710892765	3.74720014833859e-05	0.365857815891865
OTU-B_1984	0	13	87	1	6.05543358979295e-05	0.780763621674661
OTU-B_534	6	56	38	0.426770154790623	0.00948813475381958	0.463674709941996
OTU-B_3646	3	18	79	1	0.0022500250133819	0.869910730387854
OTU-B_1801	0	11	89	1	0.0394050075829678	0.546417363553579
OTU-B_1013	14	34	52	0.205307586805035	0.569938298937447	0.559731896005504
OTU-B_993	9	37	54	0.376374171805149	0.000354820637727136	0.565329835304384
OTU-B_3581	11	19	70	0.37487159001163	0.000254516118226195	0.977693701723088
OTU-B_3590	6	15	79	0.800730228280201	0.000130301443943582	0.956486054285103
OTU-B_199	0	73	27	1	9.47099769841635e-07	0.157021299058081
OTU-B_1157	17	1	82	0.234652153588957	3.46114234245714e-05	0.438149012100765
OTU-B_2605	13	13	74	0.290128982893331	2.25187687269154e-07	0.6404879323959
OTU-B_271	11	53	36	0.0700757783126124	0.867621870293205	0.948138985490217
OTU-B_778	15	53	32	0.00803094199187929	0.390201755979133	0.724156916450679
OTU-B_251	26	49	25	4.54416288116871e-07	0.0170101660872179	0.797603755254711
OTU-B_2412	21	6	73	0.0591906979437485	0.088366072746854	0.796867225355496
OTU-B_440	8	48	44	0.272430025889289	9.60028045828392e-06	0.762290968537028
OTU-B_2253	28	23	49	0.000957265605991519	0.113579503635323	0.871721773442886
OTU-B_497	3	7	90	1	5.64211531338879e-12	0.144661919756718
OTU-B_1373	17	40	43	0.0207090631815238	0.000124992130977241	0.897847965618505
OTU-B_2251	0	5	95	1	0.000981334548283911	0.87357580474795
OTU-B_1635	2	1	97	1	5.82799929435993e-05	0.98280241503562
OTU-B_1539	15	44	41	0.0272150930602172	0.000342448696666097	0.82209110229167
OTU-B_652	21	49	30	0.00078125023813652	4.84846002893671e-05	0.532321669968015
OTU-B_2522	0	6	94	1	7.85537584828601e-08	0.696301756782945
OTU-B_2843	8	4	88	0.718019494712674	1.62643996422355e-05	0.61406396271854
OTU-B_1285	21	50	29	0.000165659857650976	0.00375587051225826	0.833436101187213
OTU-B_2085	2	4	94	1	0.000145320292072719	0.678257975698719
OTU-B_1744	15	11	74	0.210565538285141	0.142439088207561	0.787275096826322
OTU-B_1832	0	6	94	1	5.86325018999453e-15	0.740523002338448
OTU-B_48	28	38	34	0.00020449655807222	0.47292796045886	0.908119435419547
OTU-B_1457	17	9	74	0.151193194331546	0.392478473491364	0.858059654598498
OTU-B_757	15	39	46	0.069890007017002	0.0649656621936849	0.882282939853086
OTU-B_501	0	54	46	1	2.06067022993529e-11	0.1205807640586
OTU-B_955	0	18	82	1	5.39938777158248e-07	0.688685172847973
OTU-B_1517	9	48	43	0.262882714702888	0.00025111507474172	0.9955062851031
OTU-B_132	11	52	37	0.100921124867606	5.38273138939415e-11	0.224624513502717
OTU-B_522	0	18	82	1	7.25197777441929e-10	0.208619441274175
OTU-B_755	13	24	63	0.264449965130891	9.42552164051024e-11	0.205603350462721
OTU-B_500	4	63	33	0.505350328471941	0.000784012296519467	0.670519889454022
OTU-B_815	3	5	92	1	9.40067880971407e-14	0.00459513685036618
OTU-B_313	14	36	50	0.102272940092897	0.00296641352734816	0.741251394805844
OTU-B_385	0	34	66	1	8.93458685259734e-09	0.794071563264015
OTU-B_2248	0	26	74	1	0.000203680860058781	0.785102701201755
OTU-B_3558	5	10	85	0.927002929107724	1.86584120297171e-09	0.778636297531396
OTU-B_2884	3	3	94	1	4.14492623836623e-09	0.986392822493121
OTU-B_61	4	34	62	0.9041410646746	0.0793325588041056	0.975687530001808
OTU-B_719	0	8	92	1	0.00345530187509161	0.849419637469884
OTU-B_1232	4	9	87	1	0.0110655642166275	0.890707967533703
OTU-B_1895	2	8	90	1	0.128405797447157	0.882212464508882
OTU-B_1002	0	2	98	1	1.39944878508822e-06	0.977085568402004
OTU-B_395	9	30	61	0.49765022717781	5.4970009681123e-07	0.598833911896606
OTU-B_923	24	1	75	0.047467556878505	6.92377237160822e-05	0.482265902119878
OTU-B_910	0	25	75	1	7.01795566286277e-06	0.19419976384968
OTU-B_114	8	45	47	0.398330219206456	0.552678447832825	0.858857954857236
OTU-B_1755	6	11	83	0.782683437321775	3.0710749501422e-08	0.114743028558585
OTU-B_2593	3	34	63	0.956196568042194	4.27694972962769e-17	0.170050124425028
OTU-B_1198	21	11	68	0.0578600917367311	0.000126788150759502	0.500442426778284
OTU-B_1877	19	22	59	0.049414335597264	3.46275122898969e-05	0.33314526671153
OTU-B_1236	26	42	32	2.56783784930068e-05	0.937784981946483	0.982863367740743
OTU-B_1046	10	56	34	0.0837496595139295	0.263813654214164	0.728294475182464
OTU-B_2642	0	0	100	1	7.15508992143807e-05	1
OTU-B_3453	13	27	60	0.223710516344224	8.27381715266058e-12	0.36352057655184
OTU-B_876	1	48	51	1	0.000116340108910481	0.608723922713213
OTU-B_1662	11	15	74	0.388664353035396	0.000776224542459521	0.587276492062346
OTU-B_1912	8	3	89	0.713469647544829	0.00777898928941211	0.612365867537576
OTU-B_38	11	60	29	0.043611419736874	0.515921977223392	0.871861346342824
OTU-B_442	9	47	44	0.222738961962349	9.69248675301241e-07	0.503365098187765
OTU-B_527	10	48	42	0.209462412668278	2.01539953738934e-08	0.245434838969271
OTU-B_138	5	67	28	0.288247049204447	0.412298922620065	0.802455302492168
OTU-B_506	18	32	50	0.0509618330459951	0.00876311465981872	0.513478625897655
OTU-B_1466	11	48	41	0.102834050484405	0.0708210536066613	0.823313402907665
OTU-B_80	3	77	20	0.3709857660435	0.478883732532443	0.746670947331885
OTU-B_2669	5	12	83	0.934941019331503	1.21948222869709e-06	0.514153375708952
OTU-B_3057	0	17	83	1	5.07267900174634e-10	0.644497330700021
OTU-B_3422	0	47	53	1	1.88179220867094e-13	0.0045972815801877
OTU-B_3155	0	21	79	1	5.20280390132806e-05	0.822781209530701
OTU-B_1388	3	25	72	1	0.00465260439820283	0.706431519588956
OTU-B_3359	3	22	75	1	6.70847957492728e-11	0.578417964687235
OTU-B_2330	22	15	63	0.0441278342307426	1.35405410967339e-11	0.156416511336419
OTU-B_3567	17	26	57	0.0669072265443465	7.83354601130214e-12	0.15270714630945
OTU-B_2204	0	9	91	1	0.00202283425039406	0.989470075964291
OTU-B_476	6	26	68	0.717349097578925	0.00172900708453958	0.420761329835682
OTU-B_1667	8	1	91	0.669360722338471	0.213520437458248	0.951478268239249
OTU-B_3099	5	15	80	0.848090831770169	1.3170466200482e-07	0.942546012906483
OTU-B_2806	31	11	58	0.00276690901434808	2.93547539382149e-06	0.338850180852369
OTU-B_1092	0	3	97	1	0.0305170729664225	0.814514841479808
OTU-B_596	13	36	51	0.153701805063364	0.000251488898689615	0.535936113202535
OTU-B_804	1	16	83	1	0.130437999781305	0.832988493792109
OTU-B_1606	7	26	67	0.601124271807162	0.0366927529563541	0.451891014546844
OTU-B_3123	2	14	84	1	0.00442597296431576	0.831576406461107
OTU-B_144	41	31	28	4.78205219163869e-09	0.051319370440695	0.852395039638673
OTU-B_1898	28	4	68	0.00931686439508985	0.195878068526062	0.937302938006028
OTU-B_766	11	3	86	0.544385744353269	1.98126025126092e-09	0.106117741505323
OTU-B_18	21	23	56	0.0210957486352309	1.51121237358162e-05	0.457637115832401
OTU-B_136	5	12	83	0.911153658715581	0.000351850068923136	0.964035732247522
OTU-B_304	5	33	62	0.771036599956015	6.6340562430679e-06	0.882176885824035
OTU-B_573	17	11	72	0.142249153168205	1.66205788192246e-07	0.241159858783607
OTU-B_2905	16	5	79	0.236753631228742	0.000267417625069569	0.607029541606586
OTU-B_250	18	30	52	0.0444152169661924	0.237401220200195	0.873556676283736
OTU-B_2319	21	34	45	0.00738186298314696	0.0264543593824822	0.481286670511464
OTU-B_3029	10	36	54	0.3250985343759	1.67051037609165e-09	0.352312576055493
OTU-B_1193	0	36	64	1	0.044719276309802	0.153274351993698
OTU-B_2388	0	15	85	1	5.37268040469058e-05	0.73693817782724
OTU-B_2173	0	36	64	1	0.0885043653686066	0.718883099867149
OTU-B_640	16	38	46	0.0379743547704327	1.91727872068416e-06	0.259968769574366
OTU-B_3112	7	3	90	0.748853316942334	0.000300030938408199	0.77384711365963
OTU-B_1762	8	10	82	0.719308471155477	2.56180217331547e-07	0.177435970222438
OTU-B_1827	0	4	96	1	0.0326539490249006	0.935350850308104
OTU-B_3228	6	6	88	0.878635341852271	0.000619101159803073	0.890830514224142
OTU-B_579	18	51	31	0.00245392992345109	0.943391415523078	0.968514522064975
OTU-B_1254	0	35	65	1	0.365039890879101	0.835595060692947
OTU-B_2953	11	11	78	0.449974282831421	3.00363114197774e-06	0.768497167876696
OTU-B_106	4	30	66	0.883997943771886	0.00023327097784934	0.814204023642901
OTU-B_2510	0	6	94	1	8.85883068805539e-09	0.541215730371317
OTU-B_5	9	38	53	0.320346942792497	0.093162698073757	0.972806987911539
OTU-B_952	0	38	62	1	0.0911990329786281	0.826374922403733
OTU-B_122	11	56	33	0.0585757543414642	0.30361754797162	0.979693860198049
OTU-B_1808	0	62	38	1	0.640820655042652	0.876690472627406
OTU-B_201	11	36	53	0.230674315516558	0.266867372551246	0.970500186443543
OTU-B_734	14	35	51	0.0869592846860948	0.000720626540828807	0.408170788236025
OTU-B_1008	4	15	81	0.964436319906596	0.094915291765883	0.41719646288663
OTU-B_3575	11	18	71	0.362084388309098	0.000347791298829517	0.982026009136978
OTU-B_503	7	54	39	0.343818533487082	0.00337210343484503	0.875468275545752
OTU-B_1293	28	58	14	2.61744065679732e-12	1.00964148080043e-11	0.368501979755082
OTU-B_602	11	34	55	0.230674315516558	5.37771091230768e-06	0.39015457676292
OTU-B_628	3	14	83	1	1.12985132575767e-09	0.483021158710782
OTU-B_2035	0	27	73	1	1.78534077610573e-05	0.0938930164445503
OTU-B_3313	0	19	81	1	3.83906824119202e-09	0.949383602119639
OTU-B_1029	0	21	79	1	0.0069914179648408	0.58858746582416
OTU-B_882	6	48	46	0.526143986751085	5.37470599074666e-05	0.173255873783268
OTU-B_642	3	42	55	0.927002929107724	6.7309139117609e-11	0.103211859388558
OTU-B_1772	8	12	80	0.652528661214326	0.0187610719006665	0.621111547238035
OTU-B_514	6	51	43	0.474174326056151	0.184124390413026	0.744075539044277
OTU-B_1816	0	50	50	1	1.02083804920311e-05	0.52585761715343
OTU-B_598	3	46	51	0.970222081744785	0.000308901822564136	0.745424245761902
OTU-B_87	14	42	44	0.0677964190206466	0.0195926639690349	0.899643672029431
OTU-B_1724	4	46	50	0.749333896002519	0.0503454114204323	0.395748695456675
OTU-B_183	6	56	38	0.377165912930038	0.910002091681905	0.933950096203408
OTU-B_833	8	52	40	0.26437748248396	2.77775668546777e-05	0.670579179495325
OTU-B_1291	3	20	77	1	0.320327317075356	0.577693519366416
OTU-B_1702	7	13	80	0.682143879493739	0.0388556416711885	0.528570838537234
OTU-B_1997	9	42	49	0.274199050925388	2.7969722455464e-05	0.745283720910306
OTU-B_722	24	13	63	0.0326208942615711	0.00108745690068943	0.47987059583545
OTU-B_651	5	11	84	0.918952237190192	1.0559685417751e-09	0.455764343575081
OTU-B_1346	16	38	46	0.0432047857576601	4.42750372364486e-06	0.0577437671806968
OTU-B_2158	8	24	68	0.605178054807914	9.91925221305437e-07	0.904094189257194
OTU-B_2660	28	5	67	0.0183772603284325	0.0060991133610161	0.601341873221214
OTU-B_3484	11	21	68	0.371579387358798	3.52791946989959e-14	0.505287995218601
OTU-B_2342	3	6	91	1	0.0165124038154895	0.769965845510225
OTU-B_3547	5	47	48	0.686534928799662	1.68652016131168e-14	0.0796668092589391
OTU-B_575	4	25	71	0.993121665467409	1.15119518338481e-05	0.880053531725515
OTU-B_1016	0	36	64	1	9.18288911392854e-05	0.893696053157196
OTU-B_1851	0	20	80	1	0.00400012243336678	0.777897979452016
OTU-B_3473	12	11	77	0.348191548588427	4.75312237408188e-07	0.805318365821841
OTU-B_1931	24	0	76	0.0370103504665713	0.0116856240676134	0.733292340110669
OTU-B_3582	7	18	75	0.673410881970191	2.06695661737694e-06	0.89952623983164
OTU-B_1277	11	28	61	0.282581367847992	0.00398860922041987	0.725235217089371
OTU-B_444	4	37	59	0.94686278534971	2.46006271169944e-08	0.478239024663273
OTU-B_3293	2	51	47	1	2.39871781638549e-10	0.129524721393617
OTU-B_1584	14	30	56	0.202602837937125	0.0850120664987663	0.327009014675144
OTU-B_47	28	22	50	0.00397454424643299	0.968512211297745	0.91433822303296
OTU-B_784	0	40	60	1	0.119597427381091	0.202541477140686
OTU-B_1059	5	40	55	0.67730599810528	0.0178443544404418	0.858459082166643
OTU-B_303	0	23	77	1	0.384723661889686	0.936567864179192
OTU-B_1857	9	13	78	0.599694749462206	0.0906263137278587	0.962708212101173
OTU-B_230	13	51	36	0.0470589699449558	6.58761309585555e-12	0.0172644720429801
OTU-B_487	0	32	68	1	0.000285815256102023	0.612519329409166
OTU-B_704	8	26	66	0.481430219756806	1.49430255280365e-07	0.30306358965755
OTU-B_2514	0	17	83	1	0.000147378456765375	0.725351293671155
OTU-B_932	6	13	81	0.821458280851333	3.0441113611446e-22	0.000529450305062284
OTU-B_1360	25	14	61	0.0245901090586585	0.0801239405967581	0.96254902505098
OTU-B_332	2	37	61	1	0.494102597330593	0.718199603107016
OTU-B_2757	28	11	61	0.00728454194983302	9.48013111285701e-09	0.391107614616293
OTU-B_891	7	21	72	0.723576361843424	4.42927560544413e-06	0.428697760230635
OTU-B_1987	39	21	40	1.38789450098975e-06	0.00639704392813533	0.734130849456613
OTU-B_3121	7	22	71	0.645063300193697	1.02672142892215e-07	0.494495062905778
OTU-B_1343	0	1	99	1	9.14985469615597e-05	0.559495668443701
OTU-B_3541	3	33	64	1	8.39519951223674e-13	0.150857866686787
OTU-B_2748	5	27	68	0.79252951696244	1.66744394726218e-10	0.345540417020668
Genus_Methylobacter	12	55	33	0.0257196764464526	0.741073596586495	0.861057316346057
Genus_Taibaiella	7	12	81	0.696037115224025	0.119480841029138	0.848150751602973
Genus_OLB8	3	24	73	1	1.83870929100008e-05	0.786806628937237
Genus_Parapedobacter	21	18	61	0.0441278342307426	0.131720678817608	0.879690764568716
Genus_Pedobacter	10	19	71	0.403385798291421	0.00188735830034212	0.665704526644588
Genus_Mucilaginibacter	5	17	78	0.914200782705144	1.62747063547211e-09	0.534477838424302
Genus_Sphingobacterium	8	18	74	0.657865679841262	1.72528814891239e-15	0.493206860145415
Genus_Terrimonas	18	55	27	0.000854007526522145	0.734736051465573	3.18582646422929e-35
Genus_Dinghuibacter	3	7	90	1	0.000369980689247332	0.751977899674255
Genus_Pseudoflavitalea	0	3	97	1	4.07997092504294e-05	0.594329513567859
Genus_Ferruginibacter	0	57	43	1	0.398481173941991	0.710123381154769
Genus_Niabella	6	13	81	0.788678170371991	4.09676135399553e-07	0.751874522352583
Genus_Niastella	7	34	59	0.529726044619777	2.1591298983872e-05	0.566546203317619
Genus_Flavitalea	0	47	53	1	0.000557552857086969	0.412818952652967
Genus_Flavihumibacter	9	5	86	0.605760636499015	0.000485556704641373	0.850139099298764
Genus_Chitinophaga	4	10	86	1	0.0304490321529791	0.997432444936949
Genus_Puia	0	9	91	1	0.015497400531708	0.785813948895754
Genus_UTBCD1	13	28	59	0.184181585805324	4.23339625624793e-09	0.462277958764914
Genus_Parafilimonas	12	29	59	0.217502489792801	3.44599389354283e-08	0.401635653351236
Genus_Edaphobaculum	36	29	35	4.35692087715939e-06	0.699943036485767	0.958370828990112
Genus_Flavobacterium	31	27	42	0.000760719916713431	0.354357646747888	0.910357996801845
Genus_Planktosalinus	4	12	84	1	0.506102501455118	0.938406765179936
Genus_Aequorivita	6	10	84	0.882125168754332	6.28588684081317e-09	0.464919356874506
Genus_Confluentibacter	21	30	49	0.0175407017872769	9.80038429981204e-12	0.134254780377639
Genus_Arenibacter	0	21	79	1	6.21597001840549e-07	0.802706013832163
Genus_Vitellibacter	15	26	59	0.134953134369708	8.32180062371655e-09	0.58878279246456
Genus_Chryseobacterium	3	31	66	1	2.24425388220778e-16	0.0698512023606626
Genus_Solitalea	2	10	88	1	0.0338992907885688	0.929715829763033
Genus_Lentimicrobium	4	20	76	0.955854203382489	0.717053101868983	0.723434094095233
Genus_Crocinitomix	18	28	54	0.0383616507660323	3.02272599191384e-08	0.360225779322819
Genus_Vicingus	8	20	72	0.560170672129761	1.70156224100883e-09	0.412002203130235
Genus_Ruminofilibacter	3	36	61	1	0.788206203633997	0.815549045674018
Genus_Fluviicola	7	23	70	0.644625735184708	7.06301537629831e-05	0.537977342205438
Genus_Moheibacter	9	50	41	0.185877604969446	2.9723686022846e-10	0.482870985279582
Genus_Ohtaekwangia	5	29	66	0.782843542946684	0.906994124323548	0.947710226397072
Genus_Chryseolinea	12	45	43	0.147685198485628	0.630045068321727	0.871526549598496
Genus_Sporocytophaga	21	26	53	0.0188971337404943	0.134503739291205	0.787516301860126
Genus_Cytophaga	12	32	56	0.204481797851829	0.41925716687144	0.838253995266569
Genus_Emticicia	5	78	17	0.069265642885469	2.93228139541561e-08	0.613536853632405
Genus_Taeseokella	0	53	47	1	2.02222966704871e-05	0.533893698045101
Genus_Leadbetterella	5	28	67	0.739192153842397	7.15458623237604e-07	0.718224195828124
Genus_Dyadobacter	0	27	73	1	1.12210468576124e-06	0.616785537600779
Genus_Persicitalea	24	9	67	0.0447934681695966	0.591554899526472	0.864579854452186
Genus_Imperialibacter	10	16	74	0.402626540711727	7.42802045677729e-06	0.648815869279402
Genus_Fermentimonas	4	18	78	0.955762029774161	2.56824623832657e-09	0.886087412975201
Genus_Proteiniphilum	16	2	82	0.243714907632037	0.00412776340687139	0.570575490290605
Genus_Candidatus_Amoebophilus	4	27	69	0.972318708090183	1.77347205177134e-06	0.919422235051948
Genus_Abditibacterium	0	28	72	1	0.000298844775172361	0.575764322551816
Genus_Anaerosporobacter	7	23	70	0.658351358785706	1.11450642077764e-08	0.00543144031673841
Genus_Anaerobium	13	19	68	0.259885078594633	3.24555762338167e-19	0.145297506025884
Genus_Mobilitalea	0	52	48	1	3.16407195990177e-08	0.00162433317391283
Genus_Herbinix	0	1	99	1	5.61742648940909e-08	0.233730478923062
Genus_Anaerocolumna	18	8	74	0.126395787226379	3.75408221312253e-10	0.171668900731212
Genus_Sporobacterium	22	5	73	0.0691954463888824	0.00769013941213027	0.851889893223449
Genus_28-4	5	13	82	0.923877123817883	2.67407847566867e-12	0.419790663947339
Genus_Lachnotalea	0	7	93	1	0.344359409419248	0.877332498803502
Genus_Defluviitalea	14	5	81	0.35046057414203	0.0700130276083431	0.760661032203773
Genus_Tyzzerella	2	6	92	1	0.000153510941484893	0.678877535472211
Genus_Anaerostignum	13	17	70	0.247209928876048	3.2493917930223e-15	0.237998600444048
Genus_Haloimpatiens	0	6	94	1	0.0222598008889594	0.912000926735777
Genus_Clostridium_sensu_stricto_18	0	8	92	1	0.000997625739078688	0.516725005661863
Genus_Clostridium_sensu_stricto_15	15	24	61	0.116496515757537	7.24856012361617e-12	0.409299755588767
Genus_Clostridium_sensu_stricto_1	4	19	77	0.99527939029575	0.000228244706265523	0.987100148009549
Genus_Clostridium_sensu_stricto_3	0	4	96	1	5.60245574033101e-05	0.868685166586075
Genus_Clostridium_sensu_stricto_6	0	5	95	1	1.67283413442436e-14	0.435543110682672
Genus_Clostridium_sensu_stricto_8	4	14	82	1	0.0001343801122594	0.54387508763329
Genus_Clostridium_sensu_stricto_5	0	8	92	1	6.44391840935785e-11	0.151452899358831
Genus_Clostridium_sensu_stricto_9	0	10	90	1	0.00200436681978752	0.576223683656919
